zipcode,agi_stub,N1,mars1,MARS2,MARS4,PREP,N2,NUMDEP,A00100,A02650,A00200,N26270,A26270,N03210,A18425,A18300,A04800,N12000,A12000
60444,2,180,90,60,30,110,350,110,6628,6708,4833,0,0,0,0,0,3505,0,0
60444,3,110,50,40,30,70,210,60,6494,6570,5062,0,0,0,96,206,4458,0,0
60444,4,90,40,60,0,70,200,50,7695,7695,5309,0,0,20,0,0,5731,0,0
60444,5,170,0,140,0,120,500,190,22250,22710,16579,30,994,0,214,312,17832,0,0
60444,6,40,0,30,0,30,110,40,10630,10630,6269,0,0,0,0,0,9238,0,0
60445,1,2580,1870,210,480,1250,3340,1110,32955,33322,26929,30,-15,90,28,204,5786,0,0
60445,2,2070,1170,350,510,1020,3650,1260,76603,77316,65210,40,416,230,127,561,43414,30,70
60445,3,1230,520,470,210,690,2620,930,75722,76321,61507,40,580,160,387,1168,52515,0,0
60445,4,780,180,500,100,470,1940,660,67330,67776,55655,30,309,90,403,977,50468,0,0
60445,5,890,140,700,50,540,2420,820,115497,116321,93035,60,1531,150,978,1644,94125,40,265
60445,6,80,0,70,0,50,200,50,22939,23250,11603,20,2239,0,0,0,20288,0,0
60446,1,6390,4760,630,920,3180,7430,2370,79844,81005,62874,140,797,230,44,651,13994,0,0
60446,2,5190,2670,1030,1380,2760,9900,3730,190405,192175,163761,230,2792,530,537,2339,103831,40,60
60446,3,3410,1270,1360,670,1930,7780,3020,210048,211666,177761,160,3646,530,1470,4273,143549,40,97
60446,4,2180,510,1350,270,1330,5690,2160,188783,189790,157873,100,2131,240,1510,3511,140414,0,0
60446,5,2690,310,2220,150,1570,8040,3130,349912,351764,300184,140,3473,440,2864,5007,283983,50,682
60446,6,230,20,200,0,150,670,250,66335,66715,40318,50,8215,0,1150,684,56386,0,0
60447,1,1980,1600,130,230,860,1900,540,23051,23431,18770,40,157,90,0,182,4215,40,52
60447,2,1380,760,290,290,670,2460,810,50903,51558,41327,70,516,190,120,540,28034,0,0
60447,3,1020,380,420,190,560,2290,850,63428,63991,52415,60,428,150,377,1121,43494,30,61
60447,4,830,180,560,80,490,2180,800,72328,72808,59455,40,464,110,530,1251,53819,0,0
60447,5,1660,150,1440,70,1050,5210,2110,226439,227716,185461,130,2998,290,1666,2815,184917,50,186
60447,6,300,30,270,0,210,870,310,107702,108729,57756,80,21904,0,1607,1046,93769,30,1113
60448,1,3380,2950,240,160,1730,2540,390,35244,35980,25207,80,27,160,36,657,6418,40,81
60448,2,2000,1390,360,210,1100,2900,600,74003,75218,55071,100,125,370,235,1247,42327,40,93
60448,3,1590,820,530,190,960,2800,690,98366,99869,70307,110,1011,270,707,2485,68292,30,96
60448,4,1340,400,790,120,850,2980,860,116666,117922,82983,130,1854,160,1061,2715,86632,50,182
60448,5,3330,390,2790,120,2220,9370,3260,468805,472833,349288,400,9570,390,5304,8452,383343,150,808
60448,6,1370,70,1260,30,1010,4380,1760,548371,555449,320487,490,92570,0,12316,6810,489252,220,7279
60449,1,1220,940,120,130,630,1270,290,14724,15000,10732,40,130,60,0,310,2518,20,41
60449,2,890,520,200,150,480,1490,410,32688,33133,24886,50,196,90,189,652,17599,0,0
60449,3,700,330,240,100,440,1270,330,43462,44011,32428,50,413,100,388,1293,30108,30,58
60449,4,550,170,310,70,340,1230,360,47969,48496,36250,40,487,50,508,1245,35393,0,0
60449,5,890,130,700,60,620,2390,800,120738,121720,96017,120,2734,110,1354,2391,97413,20,94
60449,6,220,20,190,0,160,620,220,94167,94976,44332,80,15137,0,1747,1053,83238,30,1111
60450,1,3050,2310,300,410,1570,3410,900,36682,37298,27038,50,86,90,0,254,6421,0,0
60450,2,2140,1220,470,390,1150,3660,1070,78050,78946,60590,70,456,210,130,486,42806,50,89
60450,3,1450,660,590,170,930,2840,800,89532,90355,62637,80,276,140,281,958,61825,40,87
60450,4,1130,310,730,80,780,2630,770,98415,99605,67384,90,1060,110,541,1335,73123,50,150
60450,5,2020,280,1660,80,1470,5410,1730,277778,279887,196942,220,5253,190,1765,2877,227091,120,504
60450,6,500,50,440,0,420,1350,420,215418,218046,87647,180,62256,0,4586,1862,188663,100,5331
60451,1,4750,4210,260,240,2270,3350,560,48600,49461,38091,80,-496,220,42,808,8719,30,57
60451,2,2590,1740,460,320,1360,3730,760,95510,96919,73293,120,559,440,266,1476,54636,40,92
60451,3,2150,1100,720,260,1280,3870,1010,133013,134618,95786,130,1274,320,828,3077,93144,40,114
60451,4,2000,570,1210,170,1230,4670,1460,174902,176660,130560,160,1382,250,1652,4364,130269,50,98
60451,5,5270,440,4620,190,3420,16160,6270,737522,743376,601648,450,8911,870,7115,12117,602865,160,764
60451,6,1350,70,1250,20,960,4350,1760,447651,452478,284131,360,42983,0,8880,5087,397801,140,6128
60452,1,4150,3170,470,460,1960,4730,1250,49477,50311,37777,70,90,200,37,602,8694,0,0
60452,2,2960,1770,590,520,1450,4890,1380,108897,110196,87565,100,807,450,276,1391,60797,40,72
60452,3,2160,1030,710,350,1170,4000,1140,133487,134607,105166,90,1074,390,831,2719,94004,40,83
60452,4,1670,490,960,190,1000,3860,1230,145646,146536,113538,70,621,210,1097,2714,109865,0,0
60452,5,2560,270,2150,130,1560,7280,2580,341726,343760,277009,160,3153,450,2385,4176,278965,60,272
60452,6,290,30,250,0,200,780,240,98991,99749,53594,80,22375,0,1377,1056,87556,30,474
60453,1,9120,6660,1330,1020,5190,11690,3420,112996,115154,77407,270,794,350,54,913,18339,50,63
60453,2,6480,3770,1400,1180,3670,11370,3590,238474,241271,183640,300,4021,810,608,2687,131538,60,97
60453,3,4710,2450,1410,740,2830,8640,2540,290541,293070,221203,260,3907,700,1637,5168,205040,90,190
60453,4,3210,1200,1610,340,2020,7010,2200,277766,279412,205939,180,4081,310,2185,5510,210536,70,223
60453,5,4680,810,3610,240,3070,12780,4500,628333,632980,472337,390,12022,670,4739,8828,513891,170,904
60453,6,820,100,700,0,570,2370,840,259795,261986,158879,200,31258,0,3916,2747,229294,100,2483
60455,1,2980,1920,610,400,1910,4720,1660,37838,38702,24246,130,706,80,0,217,5127,30,49
60455,2,2060,1010,640,370,1300,4410,1730,74499,75486,57270,200,3419,160,146,559,38281,0,0
60455,3,1080,450,450,140,700,2320,800,66159,66775,52328,100,2787,120,291,946,45521,0,0
60455,4,650,180,400,70,450,1630,580,56283,56568,45038,50,2023,60,333,810,41950,0,0
60455,5,710,110,570,40,500,1980,700,91604,92096,70635,80,3565,90,667,1166,73953,20,117
60455,6,90,0,70,0,80,300,150,29054,29207,15943,30,5206,0,448,342,24196,0,0
60456,1,780,590,60,110,360,920,230,10076,10170,7490,30,288,30,0,0,1970,0,0
60456,2,690,400,110,170,320,1160,370,25328,25497,21023,0,0,70,41,176,14377,0,0
60456,3,440,220,140,60,240,810,240,26501,26698,21186,0,0,50,87,232,18867,0,0
60456,4,230,80,130,30,110,520,170,19344,19444,15682,0,0,50,81,181,14692,0,0
60456,5,180,30,140,0,110,450,130,24740,24797,19740,0,0,0,112,186,20542,0,0
60456,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60457,1,2450,1690,430,280,1540,3500,1120,30539,31355,19083,130,707,70,17,287,4536,30,11
60457,2,1600,850,480,230,990,3130,1070,58296,59204,42234,200,3206,160,100,613,30335,0,0
60457,3,1030,470,420,110,660,2060,620,63447,64094,46247,120,2854,120,271,916,43726,20,33
60457,4,680,180,430,60,460,1640,530,59056,59702,42941,80,2700,60,439,1157,43672,0,0
60457,5,940,150,760,30,610,2540,840,125478,126197,94021,110,4341,120,921,1731,101862,60,852
60457,6,170,0,150,0,130,480,160,56470,57089,26953,70,15008,0,1031,583,48997,0,0
60458,1,2540,1560,370,570,1490,4120,1560,33054,33844,21903,110,798,60,0,244,4761,0,0
60458,2,1860,910,420,490,1060,3670,1420,67266,68121,54363,150,2648,140,120,521,35757,30,35
60458,3,980,430,340,190,620,1960,650,59670,60219,49510,100,2920,100,224,634,41427,0,0
60458,4,530,160,310,60,360,1230,390,45831,46126,37979,40,1016,40,332,751,34406,0,0
60458,5,480,80,370,30,330,1280,430,61419,61905,48953,70,4184,50,510,824,49748,0,0
60458,6,50,0,30,0,40,120,40,19678,19678,7505,0,0,0,0,0,10552,0,0
60459,1,5190,3490,870,750,3200,7360,2420,66296,67596,45544,180,1002,190,28,402,10077,30,35
60459,2,3670,1760,1080,740,2320,7330,2620,133721,135424,103272,250,3922,320,245,1226,69233,0,0
60459,3,2260,810,1000,400,1520,5160,1910,139389,140535,113527,200,4884,220,599,2005,94617,40,100
60459,4,1370,330,880,150,940,3620,1370,118269,119163,95090,110,3608,110,663,1580,87985,0,0
60459,5,1370,150,1160,60,990,4060,1540,175169,176098,135960,130,6307,130,1125,2036,140605,40,462
60459,6,130,20,110,0,100,360,120,40590,40829,21367,50,7086,0,535,444,33332,0,0
60460,1,240,180,20,40,140,290,80,2812,2828,2039,0,0,0,0,0,488,0,0
60460,2,150,80,40,50,90,280,90,5596,5633,4369,20,114,0,0,0,2979,0,0
60460,3,120,50,60,0,90,280,90,7855,7951,5706,0,0,40,0,0,5298,0,0
60460,4,80,30,60,0,50,200,60,6918,6986,5071,0,0,0,0,0,5090,0,0
60460,5,110,0,100,0,90,280,70,16877,17329,8008,0,0,0,0,0,13642,0,0
60460,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60461,1,580,430,50,90,260,700,200,7151,7322,5415,0,0,30,0,270,1263,0,0
60461,2,420,250,60,90,230,650,180,15286,15436,10392,30,124,30,94,555,8168,20,46
60461,3,400,200,70,90,230,670,200,24853,25022,15351,0,0,60,287,1245,16809,0,0
60461,4,310,110,120,60,180,580,150,26889,27066,15720,20,-48,0,349,1275,19558,0,0
60461,5,570,150,330,60,350,1180,290,78209,78662,42904,50,612,40,1063,2699,62395,40,189
60461,6,200,20,170,0,140,460,110,82311,82933,35565,60,10911,0,1579,1242,73384,20,449
60462,1,5740,4520,730,420,3330,6200,1460,66520,67923,43516,210,550,220,74,957,11031,40,51
60462,2,3880,2350,970,470,2330,6630,1860,143166,145368,99361,310,2734,510,338,1904,77872,70,176
60462,3,3130,1690,980,370,1920,5480,1390,193871,196312,133736,250,4587,490,1034,3478,135798,80,145
60462,4,2440,940,1250,210,1560,5070,1390,212755,214764,139053,230,4285,210,1768,4891,159488,100,348
60462,5,4410,750,3370,240,2920,11300,3520,604542,610304,407288,560,14467,470,5265,9709,492262,240,1282
60462,6,1480,140,1290,30,1100,4240,1490,598529,606794,303156,530,101369,0,11749,7078,532017,260,9312
60463,1,1720,1430,190,80,1010,1590,250,18883,19452,11749,80,237,60,43,548,3289,30,70
60463,2,1140,770,260,80,720,1700,330,42577,43420,25844,90,516,120,137,836,23544,40,74
60463,3,1020,590,330,80,680,1630,280,63932,64782,35174,70,639,120,350,1459,44588,60,172
60463,4,930,390,460,60,640,1810,430,81094,81911,45604,90,1179,70,675,2114,60806,60,143
60463,5,1940,370,1480,80,1350,4740,1320,271572,274061,161855,270,6141,180,2283,4559,222020,160,733
60463,6,780,90,670,0,610,2140,690,310840,314114,155307,270,48113,0,6206,3428,274893,140,4498
60464,1,1200,1010,130,50,740,1100,160,12910,13307,8108,40,-183,50,36,378,2228,20,56
60464,2,740,510,180,40,480,1150,240,27017,27868,16578,70,436,70,117,529,14483,30,93
60464,3,630,370,210,40,430,1030,200,39161,39814,21698,80,1266,70,244,1003,26533,40,77
60464,4,500,210,260,30,360,980,220,43880,44462,20310,90,1269,20,232,859,32254,50,128
60464,5,1140,200,890,50,790,2850,820,162158,163865,90999,240,8201,80,1784,3235,131037,100,672
60464,6,800,80,700,0,630,2210,720,422613,428418,180992,380,106532,0,10502,4138,365466,190,10062
60465,1,3090,2230,500,300,1960,4010,1060,38235,39201,23541,180,481,110,23,400,5984,20,16
60465,2,2240,1220,650,320,1460,4210,1350,82965,84317,56329,290,4874,210,111,663,43863,20,28
60465,3,1520,710,600,180,970,2970,850,93623,94601,67641,200,4027,190,400,1255,64155,40,71
60465,4,940,320,520,90,640,2090,630,81309,81972,56800,120,3618,80,484,1284,61093,20,68
60465,5,1170,210,890,60,860,3070,1010,154994,156295,108978,190,6838,140,1085,2121,125102,60,279
60465,6,230,30,200,0,180,620,200,73926,74723,40912,90,13206,0,1169,831,64409,30,584
60466,1,4190,2560,230,1340,1650,6610,2670,55853,56712,47127,30,80,150,43,356,8678,0,0
60466,2,3020,1450,310,1150,1300,5460,2150,109235,110135,93719,40,72,320,247,1040,60072,40,48
60466,3,1690,810,340,480,830,3070,1040,103556,104229,81304,30,351,230,606,1805,73449,0,0
60466,4,800,290,310,180,440,1640,540,68443,68756,52455,20,51,80,510,1248,52173,30,87
60466,5,630,150,430,70,340,1460,420,80399,80840,54937,30,885,80,774,1451,65228,0,0
60466,6,50,0,30,0,40,100,0,15647,15647,8251,0,0,0,0,0,14090,0,0
60467,1,3510,2960,380,140,2070,2930,510,37240,38054,23486,120,52,140,47,782,6352,50,68
60467,2,2080,1400,510,130,1320,3220,680,77223,78603,47681,180,1744,270,224,1536,42155,50,93
60467,3,1740,1050,520,140,1110,2820,580,108020,109592,66059,170,2313,240,659,2379,75659,80,241
60467,4,1440,530,780,100,1000,2980,760,126139,127564,72161,210,3308,90,1057,2979,93715,70,304
60467,5,3280,530,2590,130,2220,8670,2800,460075,464869,301314,480,15007,280,4763,8630,372602,220,1431
60467,6,1730,130,1560,40,1270,5360,2070,750107,761802,420837,630,111556,0,18072,8803,670953,290,13939
60468,1,840,680,80,80,450,810,180,9434,9602,7081,0,0,30,0,0,1672,0,0
60468,2,650,430,120,90,380,1010,250,23908,24311,18702,40,256,80,46,265,13574,0,0
60468,3,430,200,180,60,280,810,210,26631,26990,18952,20,244,50,114,344,18444,40,62
60468,4,360,100,240,0,240,850,260,31307,31637,22399,30,198,40,179,380,23378,0,0
60468,5,660,80,560,30,450,1850,640,87999,88874,64950,60,1605,70,576,995,71252,30,349
60468,6,100,0,100,0,90,280,80,33916,34114,17460,30,3557,0,419,388,29682,0,0
60469,1,990,620,110,250,540,1500,570,13237,13386,10897,0,0,20,0,0,2203,0,0
60469,2,760,340,180,220,450,1640,700,27678,27860,24811,30,313,70,45,223,14691,0,0
60469,3,380,110,180,90,240,990,430,23277,23418,20289,0,0,50,85,256,15695,0,0
60469,4,210,40,140,50,130,600,250,17803,17866,15039,20,922,40,87,195,13073,0,0
60469,5,170,20,130,0,120,530,230,22629,22690,18633,0,0,0,144,265,18369,0,0
60469,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60470,1,90,70,0,30,50,90,30,1032,1032,825,0,0,0,0,0,167,0,0
60470,2,60,50,30,0,40,90,20,2262,2262,1874,0,0,0,0,0,1350,0,0
60470,3,40,20,0,0,40,80,40,2707,2818,1822,0,0,0,0,0,1890,0,0
60470,4,30,20,20,0,20,70,0,2800,2800,2118,0,0,0,0,0,2107,0,0
60470,5,60,0,50,0,40,150,50,9580,9808,5699,0,0,0,0,0,7884,0,0
60470,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60471,1,2300,1470,90,720,900,3410,1380,29998,30441,26355,0,0,110,35,350,4809,0,0
60471,2,1710,810,140,700,760,3050,1220,62254,62699,55623,40,23,190,278,1118,34335,0,0
60471,3,1090,500,170,370,510,1950,690,66916,67386,55713,30,35,180,694,2198,46459,0,0
60471,4,570,210,160,170,310,1080,350,48924,49162,38903,0,0,50,686,1720,37033,0,0
60471,5,570,120,340,110,330,1350,450,74633,74925,57588,30,149,70,1393,2358,59078,0,0
60471,6,60,0,40,0,30,160,60,15774,15774,11195,0,0,0,400,346,13142,0,0
60472,1,990,550,30,410,400,1770,810,13704,13888,11570,0,0,0,0,0,2114,0,0
60472,2,490,220,40,230,230,950,430,17280,17395,15224,0,0,60,40,168,9203,0,0
60472,3,180,80,30,70,100,340,140,10501,10589,8282,0,0,0,147,181,7212,0,0
60472,4,70,50,40,20,40,130,40,6067,6067,4562,0,0,0,0,178,4657,0,0
60472,5,40,0,0,0,30,80,20,4607,4607,3403,0,0,0,0,0,3805,0,0
60472,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60473,1,4130,2620,200,1250,1840,6250,2550,53603,54449,44116,30,65,130,69,659,8121,0,0
60473,2,2860,1400,360,990,1380,5200,2010,105519,106661,87780,50,120,310,557,2297,57281,0,0
60473,3,1970,890,360,600,1090,3460,1140,121488,122245,93200,40,-38,260,1247,4203,84454,50,89
60473,4,1230,450,390,340,730,2390,770,106229,106622,76637,30,315,80,1469,3983,78866,0,0
60473,5,1180,270,690,200,740,2650,770,154877,155545,106461,60,1270,110,2499,4962,123626,30,94
60473,6,160,30,110,0,110,360,90,48249,48376,28572,30,1519,0,1159,835,42252,20,454
60475,1,1720,1150,150,390,820,2450,850,22348,22589,17989,0,0,50,0,116,3817,0,0
60475,2,1320,730,210,350,640,2340,830,47440,47771,39901,40,243,130,85,296,26210,0,0
60475,3,720,310,260,130,400,1450,460,44303,44630,36919,30,541,80,185,513,30761,30,48
60475,4,440,130,250,50,280,970,290,37567,37763,30025,0,0,30,171,417,28250,0,0
60475,5,410,70,320,20,240,1060,340,52365,52821,41588,50,2066,50,483,736,42545,0,0
60475,6,40,0,30,0,30,100,30,11581,11581,6035,0,0,0,0,0,9347,0,0
60476,1,420,300,40,70,200,560,170,5230,5294,4177,0,0,0,0,0,956,0,0
60476,2,310,170,60,80,150,540,170,11293,11410,9308,0,0,50,72,0,6207,0,0
60476,3,220,100,70,40,110,440,150,13175,13332,10062,0,0,30,0,229,9156,0,0
60476,4,130,40,70,30,80,280,90,10988,10988,8391,0,0,20,198,367,8266,0,0
60476,5,170,30,130,0,120,420,130,23469,23559,17079,0,0,0,0,0,19429,0,0
60476,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60477,1,5620,4400,610,530,2920,6220,1500,67448,68645,47346,140,22,250,63,890,11725,40,55
60477,2,4160,2700,810,550,2210,6500,1600,154241,156248,114573,170,1489,650,400,2283,86845,50,89
60477,3,3190,1830,880,370,1740,5380,1330,197869,199856,149883,130,1930,600,1307,4491,141273,40,55
60477,4,2540,970,1280,250,1520,5170,1350,220652,222510,157156,140,2357,280,1946,5091,167239,50,119
60477,5,3940,640,3060,210,2410,10230,3230,527618,531559,404248,320,7052,570,4527,8232,430848,120,436
60477,6,650,60,580,0,460,1830,600,226899,229791,136447,160,26888,0,3445,2180,201554,90,1913
60478,1,3310,1940,150,1170,1380,5520,2500,43569,44289,36554,20,112,100,76,554,6136,0,0
60478,2,2000,950,210,780,940,3780,1580,72391,73132,59672,30,288,210,318,1465,38976,0,0
60478,3,1280,580,210,430,700,2340,850,78714,79224,60490,40,365,200,692,2520,54559,0,0
60478,4,780,280,270,190,430,1520,470,67304,67606,50418,0,0,60,984,2742,49923,0,0
60478,5,710,170,420,120,440,1600,470,91734,92113,66795,30,1312,70,1511,3117,73042,0,0
60478,6,70,0,50,0,40,160,40,20477,20477,12114,0,0,0,473,525,17494,0,0
60479,1,100,80,30,30,70,110,30,1097,1174,833,0,0,0,0,0,138,0,0
60479,2,60,30,0,0,40,130,50,2310,2310,1770,0,0,20,0,0,1151,0,0
60479,3,40,30,20,0,30,80,30,2304,2439,1822,0,0,0,0,0,1571,0,0
60479,4,40,0,30,0,30,90,30,3302,3302,2308,30,259,0,0,0,2448,0,0
60479,5,100,0,90,0,80,280,90,15868,16226,11193,0,0,0,140,223,12950,0,0
60479,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60480,1,710,580,70,50,370,690,110,8167,8346,4688,40,334,30,0,197,1379,0,0
60480,2,530,340,110,70,300,790,160,19810,20211,13735,40,664,60,132,515,10986,40,88
60480,3,420,230,120,50,230,660,120,25803,26291,19215,30,556,60,246,862,18040,0,0
60480,4,330,140,160,30,210,620,140,28222,28489,18155,30,955,30,255,763,21235,0,0
60480,5,610,130,450,30,410,1470,420,83327,83986,58073,100,2452,60,949,1804,67966,30,416
60480,6,280,30,240,0,190,840,320,112549,113614,68617,90,15778,0,2192,1443,100362,40,553
60481,1,1690,1250,210,210,860,1990,470,20357,20665,14559,30,-113,60,0,190,3615,0,0
60481,2,1230,760,250,190,670,1930,460,45542,45858,34448,30,285,110,65,244,25865,40,77
60481,3,920,440,350,110,580,1690,430,56838,57295,40258,40,361,90,142,483,39843,0,0
60481,4,660,190,410,50,460,1450,380,57384,57784,40738,40,716,50,305,771,43066,20,47
60481,5,1050,150,870,40,750,2790,870,140813,141646,106168,110,2055,120,913,1556,115202,40,113
60481,6,160,0,140,0,130,380,100,56718,57245,25184,40,5852,0,878,445,49728,20,326
60482,1,2130,1500,320,280,1200,3030,920,27507,28015,19092,70,337,60,0,170,4860,20,28
60482,2,1490,840,340,270,840,2680,870,53691,54255,41952,100,1924,130,116,434,29018,0,0
60482,3,830,410,300,100,510,1600,470,50986,51369,39596,70,1465,90,341,1047,35559,0,0
60482,4,480,150,290,50,320,1140,380,41778,42057,33575,30,830,50,269,646,31283,20,90
60482,5,530,70,440,20,370,1400,430,68666,69286,53115,40,1282,60,596,741,55571,0,0
60482,6,50,0,50,0,40,150,60,14640,14640,8165,20,2525,0,0,234,12619,0,0
60484,1,1280,680,50,530,480,2190,1040,17147,17356,14942,0,0,30,0,142,2371,0,0
60484,2,870,320,70,440,350,1780,850,30981,31273,28636,0,0,90,117,397,16411,0,0
60484,3,410,160,60,180,220,820,340,25412,25534,20489,0,0,50,218,716,17736,0,0
60484,4,200,60,50,60,100,430,180,16861,16920,13159,0,0,20,247,592,12554,0,0
60484,5,180,30,110,30,100,430,150,24371,24454,17126,0,0,20,365,645,19754,0,0
60484,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60487,1,3650,3020,370,220,1960,3280,760,39971,40632,30311,70,190,180,41,593,6957,0,0
60487,2,2220,1400,530,260,1290,3780,1080,82081,83364,60733,140,1395,380,251,1459,45122,40,46
60487,3,1790,930,580,220,1080,3190,840,110942,112349,80859,120,1937,310,696,2576,77696,40,68
60487,4,1510,470,870,130,940,3430,1050,132735,133753,95217,100,1964,150,1196,3479,99148,30,69
60487,5,3250,390,2690,140,2070,9360,3420,452146,455204,356831,270,7909,430,4311,7697,370396,80,338
60487,6,920,60,840,20,620,2970,1220,303762,306368,207791,190,23551,0,4611,3326,271926,90,2452
60490,1,2920,2370,280,230,1290,2610,690,31419,32040,25402,70,-191,140,32,524,5359,30,30
60490,2,1510,860,330,270,710,2700,900,54525,55350,46451,90,731,250,152,1067,29441,0,0
60490,3,1110,450,400,190,570,2350,840,69097,70164,55649,110,1899,220,737,2510,46695,30,110
60490,4,1030,260,600,140,590,2630,1000,90160,91202,75213,110,1979,150,1112,3004,65920,0,0
60490,5,2740,230,2310,180,1450,8560,3520,385830,388725,338703,270,6156,420,4643,8106,314531,40,184
60490,6,870,40,800,0,510,2890,1230,260108,262487,206818,170,20938,0,5428,3934,228982,50,541
60491,1,2930,2450,310,130,1690,2510,440,32295,32977,22487,140,454,150,34,880,5743,40,49
60491,2,1700,1090,460,120,1020,2740,620,62457,63711,42422,200,1907,260,216,1329,33409,40,69
60491,3,1440,740,560,110,960,2670,670,89682,91012,58780,170,3140,180,544,2345,61271,40,113
60491,4,1190,370,710,90,790,2580,690,103325,104562,66516,160,2829,100,778,2307,76108,40,133
60491,5,3050,350,2580,90,2040,8440,2820,426540,430547,311367,430,10983,370,4220,7649,346362,140,657
60491,6,1260,70,1150,30,950,3760,1350,477633,483301,288114,450,83406,0,9506,5664,421214,190,6551
60501,1,2160,1370,260,510,1250,3500,1410,29533,29931,23611,40,217,60,0,0,5101,0,0
